positive,@united it's kinda funny. No worries.
negative,@united My feedback and concerns via your site aren’t going to improve my poor airport experiences.
positive,@united thank you for getting our daughter home when @americanair Cancelled Flightled all their flights to Nashville
positive,"@united thanks for the re-upgrade to 1st class. It may be a 45 min flight, but it is appreciated."
negative,"@united makes total sense, except flight wasn't full :) I've got empty seats around me &amp; overheads were more than half open when I boarded."
negative,"@united well sorta....we r trying to get to Aquadilla, PR but only 1 flight goes there a day. All are booked. UA Cancelled Flighted our flight to NJ"
negative,@united why does it cost $547 to change the city of origin when the same flight on http://t.co/8FMZZOltv9 costs $165 #customerservicefail
neutral,@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?
positive,@united @parryaftab done thnx
negative,"@united gotta love giving up 1st class upgrade b/c flight delayed, to get another flight (also delayed) just to ensure I make my connection."
neutral,@united PTY to PIT via IAH
neutral,@united Is it possible to redeem miles for one part of a round trip itinerary without having to book two separate reservations?
negative,@united I'm flying @AmericanAir on the way back. I rarely fly them but let's see if they are any better....
negative,@united it's almost like we're punished for living near a large metro area. EWR was top ranked for domestic delays. Not good
positive,"@united Honestly, I stopped trying to report things via website. Now I just laugh. Flights work. Miles accrue. I'm sure it's just cosmetic."
negative,"@united thanks. Weather is understandable, but when every single domestic flight is delayed because of inbound int'l flights, it's crazy"
positive,@united have reported it.  Still in Istanbul at the moment apparently.  On the other plane haha.  Hats off to the pilot!
neutral,"@united, Understandable. I did try Flight Booking Problems several times for 2 passengers &amp; got the messages I mentioned before. As for the agents price???"
positive,"@united hey awesome!  Thanks for the reply, will be filling the form out! @AmericanAir"
negative,@united flying tomorrow from mexico to US. Mileage tkts dont show 1k status. Help
negative,@united correct date is 2/11/15!
negative,@united 3 phone reps. None could see I was rebooked so missed that flight.Told to go standby for a nonexistent Late Flightr flight. Did I hurt you?
negative,@united a report was filed with the airport police on 11th and 12th February-I have the police case number if required
negative,@united the supervisor on situation- Stacey took all our details-no claim number given to us
negative,@united Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle
negative,@united took this one just for you. Not a window. Also not fun if you get motion sick. http://t.co/m81rV0blxs
positive,"@united they are all -pilots, FA and ground personnel doing a great job. Weather is to blame... Who do I talk to about that :)"
negative,"@united I find this text funny, considering we are still sitting here because 2 seats need to be changed out. http://t.co/LoLuWfCi11"
negative,"@united #1007 Houston-Bogota with an engine problem, mechanics trying to ""fix"" the problem, safety first, better to change the plane"
negative,@united thanks! Makes sense. Just annoying that it can't be determined better.
neutral,@united patiently drinking and tweeting about my experience
negative,@united you have yourselves to blame for giving me the time to get drunk and tell you how I feel about your overpriced sub par airline
negative,@united idea: if u don't want us to be frustrated don't Cancelled Flight flights because your crew overflowed a toilet. Get a plumber
negative,@united I will be patient in my luxurious middle seat on my next delayed flight
negative,@united I will be patient as your agent explains how you have me booked on a new flight for 6:18 when that plane doesn't arrive until 6:07
negative,@united please help trace my luggage which was put through without a name tag on 11 February 2014 at Albuquerque airport
negative,@united be patient while I let this string of tweets go out showing people you are bad at your business
negative,@united I think you guys had a half full flight at 4 so you held our overbooked 3pm flight to fill the other one then Cancelled Flightled mine
negative,@united thanks I'll fill out the form that no one reads or responds to.
negative,@united I was patient when they refused to switch my flight Bc of my checked bag then Cancelled Flightled the one I was on
negative,"@united   sent DM last week, re: suit regarding your error. No response was given. Please Answer DM or tell me who to send suit to...."
positive,@united Will have to try standby in Denver tonight or will have to Cancelled Flight father son trip till next year. Thx for trying.
negative,@united I wrote to you but got nothing.and I am out of US .It is very simple thing.Will ypu provide compensation for your delay?
neutral,@united How many 787s do you currently operate and what other aircraft do you operate?
negative,@united nope. Really. No window at all for 10A. 10F has one. 8 and 11 has one. None for 10A. So sad...
negative,"@united #vegan meals can be more creative than noodles, peas, and zukes. Non-vegan yogurt is not acceptable for a vegan. Can you do better?"
positive,"@united well, thanks for not charging me for switching my two Cancelled Flightled flights anyway. That was pretty nice. #stillmakingmepoorthough"
positive,@united well it IS John Hughes' birthday. But I will stick w the plane &amp; hold off on trains &amp; automobiles. Gate workers are doing well.
negative,@united - my son left his tablet on plane.  Am out of country and can not call easily.  Is there an email to contact?
negative,@united all i hear is blah blah blah ....you shoulda used that $400 to buy a @burningman ticket instead. &amp; ill be driving there not flying
positive,@united thank you! Love united!! Have 4 flights today!
positive,"@united Just did, thanks for checking! :)"
negative,@united just informed you don't reimburse for issues due to weather. this is why your flights keep getting Cancelled Flightled--Thor hates you
negative,"@united Midland couldn't get our bags to connect on our Intl flight to Sydney, so have to get em in LA &amp; check em in there."
negative,@united this may be the last time I fly your airline.
negative,@united you should tell that to the staff at LAX then. I boarded group 5 at the very end of the queue as a Gold member. Thanks for nothing.
negative,"@united Missing crew, passenger doc problems, frozen toilets, and now we're off the plane. Give me my money back.  UA3466"
positive,@united Fantastic job by your people today on ua22 from Dublin. A jam packed plane but the crew was wonderful!!
negative,"@united there was 20 min to departure, no one waiting. On being pressed ground staffer threatened ""do you want to get to SF today"" #fail"
negative,@united flying lax to Sfo and system won't let me check in. Your site tells me to do it through @AirCanada and they tell me through you.
negative,"@united and btw, the @Virgin and @JetBlue managed on time departures same time same destination- &amp; wouldn't take away a 9year old kids bag!"
negative,"@united feeling poor on the church-mouse level here, 180 dollars is enough to make a grown man cry. I'm not a grown man but tears happened"
negative,@united sure but the plane is an hour Late Flight! Your ontime departure ship sailed away a long time back!
negative,@united UA6002 MLI-&gt;DEN. Will miss connection UA3530 DEN-&gt;YEG due to delay.
negative,"@united How come you are the ONLY airline, of 90+ flights last year that makes me check my carry-on. Not even gate check...baggage claim?!?"
negative,@united I had to change airports to actually get a flight out when my flight from FAY was Cancelled Flightled twice. $180 taxi ride to RDU--reimburse?
neutral,@united it's operated by united as it's a heathrow-Newark flight
negative,@united yes of course I have.  Is this how you treat customer with no recourse?
negative,"@united Can someone assist me with my DM's? Waiting 1 hour on phone, 2 hours on Twitter."
negative,"@united Flight was overbooked! Was offered voucher to wait &amp; take another flight. Gate agent switched me over, retracted voucher offer."
positive,@united thank you!
positive,@united Thanks - it's very helpful to understand that the reduced price seats that are sold at check-in have priority over the certificates.
negative,@united As a Million Miler I've been delayed plenty. NEVER in the amateurish way@SilverAirwsys does it. I'd be embarrassed to be affiliated.
negative,"@united airlines claims to have a low fare guarantee, but they won't honor a lower fare that I found."
negative,@united Another delayed United flight. I should not be this surprised or upset. I'm mostly disappointed I have to Cancelled Flight my trip with my dad
positive,@united Thank you Margo at Houston's Bush Intercontinental for getting me home earlier.
negative,"@united, I booked our flights w/ @WestJet. I saw the same prices each time I searched. It wasn't the least bit frustrating. #customerservice"
negative,"@united, Thanks, but I didn't want to see 'we've started your flight search over' OR 'the fare &amp; rules for this itinerary has changed' again"
negative,@united my cats flight was delayed 1+hour  she will be arriving to Hawaii after 5 &amp; I won't be able to pick her up until tomorrow 😭
negative,"@united I did not, my mind was on getting to the next flight."
negative,@united now you've lost my bags too.  At least nobody has done anything to help out.  This is absurd.
negative,@united What's up with the reduction in E+ on 737-900s? 1K who can no longer confirm E+.  Forget upgrades - just want legroom. #unitedfail
negative,@united offered me a voucher to switch flights. Now voucher offer doesn’t exist &amp; the gate agent switched me to a delayed flight!
neutral,@united when southwest did this to us -- a mechanical problem at least they gave us round trip vouchers. Will you step up to the pLate Flight too?
negative,@united my friend lost luggage on flight 1547. What to do?
positive,"@united sweet, follow back and I'll get the dm off"
neutral,@united flight 5431
negative,"@united Just boarded UA1297, was refused from carrying overhead bag as no space, in plane now with loads of space #fail #customerexperience"
negative,@united Just had the worst experience ever flying with you
negative,@United UA1740. As the inbound flight dep time gets closer you push it back 15 min. You've been doing this for 2 hrs.
negative,@united why is my flight from mke to ord getting delayed? Our gate attendant is not communicating!
negative,"@united how can i trust United with future Flight Booking Problemss when a confirmed, ticketed and purchased ticket is Cancelled Flightled after the fact?"
negative,@united 2nd Late Flight flight today
neutral,@united Cancelled Flighting. bought a ticket for a friend but cant get the credit under my name
positive,@united Boeing 777 Star Alliance short finals @Heathrowairport 27L on an amazing winters morning #777 #Avgeek http://t.co/owMaXOyEhZ
negative,@united 16 days for one flight and 8 for the other (roundtrip).
negative,@united your overall experience of flying is not friendly
positive,@united you have the nicest gate attendant at Newark airport gate 101 right now. Multiple delays and she is still pleasant with everyone.
negative,@united 6 hour mechanical delay...killing me
negative,@united every time I check a bag with your airline I'm confident I will be wearing the same clothes for 3 days.  Please prove me wrong.
neutral,@united trade show! Come by both 130 for awesome deals on #sunkist and @webbernaturals! $$ http://t.co/1L9sCWPhph
negative,@united. Thanks United for the no running water and Late Flight flight from Grand Rapids to Denver
negative,@united KN: not allowing me to bypass the receipt # on the refund request form. Never received receipt email. charged http://t.co/Cju102xP2k
neutral,@united please help! Left my iPad Air 2 on my flight from NYC to Paris yesterday and can’t get in touch with anyone locally. What to do?
negative,@united When will that happen? It really confuses when the 1st content to come on the 6in screens is about how technology forward United is.
negative,"@united you mean like my mailing address and rate? By the surliness of my United ""coworkers"" I'm guessing our benefits aren't great."
negative,@united I already sent feedback and your reps are who told me about the priority. I'm speechless at your system
negative,@united just because you are a monopoly in @flySFO doesn't mean you treat your frequent fliers like crap.
negative,"@united Yeah, bag is on the way. As per usual.  I'm actually getting used to getting it delivered to me, its kind of nice in a sense."
negative,@united Why does it take 4-6 weeks for a new MileagePlus Premier card to be sent out? #stillwaiting #doesntfeellikestatusyet
negative,"@United Wonder why people hate dealing with airlines?  Ridiculous and inflexible ""policies"".  I need a phone number and a resolution.  Now."
negative,@united LE2V9D pnr numbered flight. The first leg is Cancelled Flightled due to bad weather in iatanbul. How can i make a reFlight Booking Problems
negative,"@united (2/2) It suggests that if can't confirm cert at time of Flight Booking Problems, I should assume that it may never clear. Didn't used to be that way"
positive,"@united Thanks for explanation. It seems like an odd incentive structure, tho, because it dramatically diminishes the value of the certs."
neutral,@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf
negative,"2/2 @united You don't really care about our comfort, you care about profitability. That's fine, just own up to it. #unfriendlyskies"
negative,1/2 @united Just be honest with your customers. The new seats are designed to fit more rows on the plane. More rows = more money.
negative,@united missing this wedding because of these delays would not be cool
negative,@united Designed to deter people from forgetting things or to provide more storage space? The article says the latter #unfriendlyskies
negative,"@united what do you think missing meetings is worth?  A flight voucher?  I fly all the time, so what would make it right?"
negative,"@United and @DirectTV. Not to pile on, but it's time to update your in flight TV package. http://t.co/Lug4MFVWsA"
negative,@united  why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it &amp; it's now impossible! I even called.
positive,@united it's amazing really.
negative,@united Learn to hold connections. They texted me there is another flight Late Flightr - my connection hasn't left and were pulling into the gate
neutral,@united if I have credit from a flight I Cancelled Flightled does the new flt have to be booked by 1 yr from orig purchase date or flown by that date?
neutral,@united this is me and my partners first trip to #NYC I bought the tickets at the same time Please seat us next to each other ConF# ILC0HP
negative,"@united its ridic you cant transfer credit, you have my $400 &amp; youre taking $200 of it for Cancelled Flightling. Atleast let me keep the credit damn"
positive,"@united thank you. There was one here a few months ago, but none now. Weird you don't have a club in one of the busiest airports in the US."
negative,@united a plane took our gate and now we're just waiting in a lot at DIA
negative,"@united I have a flight from omaha to chicago (en route to NYC) and they are seating me and my partner separate, please fix this res# ILC0HP"
negative,@united - with airport self checkin your only option I'm now your employee. Training was a bitch. Send my paycheck asap.
negative,@united on your website it says 10 days. Its been 16 and counting.
neutral,@united one last thing....United club crackers...nabisco?? Where are the Pepperidge Farms?
negative,@united the lack of customer service is astounding https://t.co/72RMpkOGwu #2daysofhell
neutral,"@united ha, this happened 10 years ago. i haven't flown with you since."
negative,@united of course but they were just as helpless as everyone else .
positive,"@united Flew ORD to Miami and back and  had great crew, service on both legs. THANKS"
negative,@united 65 and 72 year old flying to Tokyo for vacation both with bad knees and this happens https://t.co/72RMpkOGwu @cbcallinaday @CBCNews
negative,@united another week has passed and I hoped that I would have had a response by now
negative,@united there's no reason it should take 7-10 days to respond.
negative,"@united yes, I know that. The question is ""why is that still the case""? #fail"
positive,@united no worries Your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time &amp; apologized for yesterday
negative,@united There is no excuse for leaving a minor to spend the night sobbing (9 hours) in a plastic chair. UA's actions? Terrible. # united
negative,@united My wife and I will be sharing this dreadful experience. Don't pretend UA cares about young girl traveling alone # United Airlines
negative,.@united Don't post a link to an article that verifies the initial complaint with 20+ comments saying the same thing. @harris
negative,.@united Will breaking them in somehow make them longer so that they don't cut off the circulation in my legs? #unfriendlyskies
neutral,@united You please do not burn my dreams !!!  #burningman tickets sales today.
negative,@united Can we get Any (free) upgrade because all the problems we've had? Our reservation is MKWLKR.
neutral,@united to start 3xweekly #B737-900 flights from #NewOrleans to #Cancun on between 9MAY-5SEP #avgeek
neutral,"@united FAIL set to song. http://t.co/Axpn28xiQB ""United Breaks Guitars"" &lt; LMAO!"
neutral,"@united yes, would love an upgrade or voucher,  please give me a call 9148445695"
negative,@united This is with regard to a flight from a couple weeks ago. I'm very frustrated with your policies &amp; expressing that.
negative,"@united thanks for reaching out. The seat was hard, not enough cushion. OK for short flight. BTW, UA6465 flight and crew were great!"
negative,"@united surprise me.  Otherwise, the flight is over and I don't have a good feeling about your airline."
negative,".@united: Just landed. A day Late Flight with almost no sleep, but here. I feel sorry for the woman I consoled who's mother died during the night."
neutral,"@united 6344,6373, Sfo-Dfw also 1576 SFO-ORD"
negative,"@united Disappointed,UNITED did NOT feed small CHILDREN on a 5 &amp; half hour flight (Honolulu to Los Angeles), Appalling, ESP food waspaid for"
positive,@united Thanks to supervisor Miriam who provided me with great customer service. #finally
negative,@united Filled out at the airport as part of a long day made longer.
positive,@united -today the staff @ MSP took customer service to a new level. My father passed away last night &amp; you helped me get home today! Thanks
negative,"@united UA6255 delayed out of #winnipeg because the plane was ""frozen""! #fail Will I make my connection on UA1059? #tightconnection #Denver"
negative,"@united  delayed about 8 hours because of missed connections due to mechanical issues on 1st flight. rebooked, but please call me 9148445695"
neutral,@united flying out of STL Saturday where they are expecting ice &amp; snow. When should we start looking for travel waivers? Thanks!
neutral,@united Can I add miles from my January Air China flight to my MileagePlus account?
negative,. @united you know your updates every 6 hours telling me you don't know where my bags are is also equally irritating. #ColtsMissingBags
negative,@united you are lightyears ahead of the security control at Newark airport. They wasted 40 precious mins w bad efficiency. #frightening
neutral,@united I submitted a status match last week and have not heard back. Im a delta customer looking to switch to United. Please assist.
negative,@united 1627 to Montego Bay going back to gate bc 1person was Late Flight? Awful service for all of who came on time!!
neutral,@united did not get names...Dallas flight and Chicago
negative,"@united in other words... sorry, not sorry.  Plenty of other airlines... and I travel A LOT."
negative,@united delayed agAin by United. Gate agent was borderline rude when I asked her a flight status question. What is happening to United?
negative,@united I need to speak with a supervisor or someone who is #willing to help me use a credit I have ASAP.  #letsworktogether
negative,"@united just give up.  Your service is terrible.  If I wasn't forced to use United on certain routes, I never would."
positive,@united Club in Denver is dope 👌
negative,"@united I'm checked in, agent wouldn't tag my bags at 7am. Now I'm standing in line hell."
negative,@united we are never going to get to out gate at this rate.
negative,@united this is getting ridiculous. Now we're missing our connection.
negative,@united Couldn't use the confirmed upgd cert you gave me b/c you decided to sell anyone a biz seat for $299. Why do you bother giving them?
negative,@united I locked myself out of my account and needed access to book a flight.
neutral,@united @annricord January 15th.
negative,@united any chance you can troubleshoot check ins at @FlyYOW ? We're at 20 minutes per person.
negative,@united how on earth could you close the united club in Atlanta? What a major #fail at an airport of this size
positive,@united sorry to hear outsourcing plan. Boise is best staff/cust service in the country. #boise
negative,@united -LGA-ORD UA 711. Did not get agent name. Argument over baggage policy.
negative,@united yes staff were rude  and unempathetic. I needed jacket and tablet by 4 got at 11. If u take carryons cause plane full.don't lose em!
negative,@united Monday evening.
neutral,"@united is pri boarding for ""Active Military"" or only ""In Uniform?"" 90% can't travel in uniform for OPSEC reason, even on official travel"
neutral,@united leisure. Military personnel for safety reason R highly recommended to not travel in uniform
negative,@United ticket counter Masters out of SMF not very helpful.
positive,"@united cool, thanks."
negative,@united my baggage is in shannon now so never mind u can work on giving me some $$$ back now
negative,@united that's funny because I emailed @VirginAtlantic once and they found it hadn't left LHR. In the mean time stuck with no bag in NYC!!!
negative,"@united is the biggest joke of a company,I will never fly with them again! 3 days now waiting for my bag, they don't even know where it is!"
negative,@united why haven't you updated that flight 4411 is delayed? Super frustrating
neutral,@united How long can I expect the formal response to take?
neutral,"@united Hi, I am flying domestic first from SEA to HNL. Can I pay to use the lounge before I fly or this is just for international? Thanks"
neutral,"@united Do you mean ""fortunately""? I don't want my flight to be affected! 😉"
neutral,"@united volumes, profit up http://t.co/pKfI9bTtzf #aviation #aircargo http://t.co/BBj6kMTYUl"
negative,"@United what the...? I go into the ""all airlines lounge"" w/ my Star Alliance Club Card in BCN only to be told Star Alliance isn't accepted"
negative,@united Y do U not reply to customer refund forms??????????? #unitedairlines
negative,"@united it has now been 16 days since i applied for my compensation?

Y have i had no correspondence"
neutral,@united it sucks not having the money to book a flight to see the love of my life. 2600 miles away.
negative,@united submitted customer care form Jan 7th. Still no response. A little longer then 7 - 10 business days
negative,"@united @laurasbrown5 Clearly United lives in the stone age. Some people don't need computers, make your site better for tablets and phones"
negative,"@united @PGATOUR @NTrustOpen Next thing you know, United will believe they are above the DOT and take them to court. United is anti-consumer"
negative,@united @PGATOUR @NTrustOpen I read that last hashtag as Go F United. Makes sense since they F us by Cancelled Flightling ticketed reservations
neutral,@united The link in the message I was replying to. #3thparty #ITproblems
neutral,"@united Hi, I read there are weather warnings on the East Coast of the US. Would a flight from LHR to SFO be affected?"
positive,@united You delayed a connection for customer service today now I'll be able to pay my final respects to a dear family member. Thank you :)
neutral,@united am I allowed to bring a duffle bag and back pack as my carry on and personal item? Flying out of NY
negative,@united @gg8929 I'm sorry United isn't able to keep its word 'cuz their IT is totally inadequate but they still says it's a customer fault!
negative,@united How can you not know where my bags are?  You knew where they were 6 hours ago. You are killing me!  Worst service. Ever.
negative,@united I have received one previously on the 11th having checked. Odd as you said there was no complaint associated with my e-mail?
negative,@united Checking tracing information. You got 2 numbers wrong in my phone number &amp; how did a turquoise duffle bag become a black laptop bag?
negative,@united  treats service members like crap never flying again with them #UnitedAirlines  @CNN
neutral,"@united Thanks. UA1121, DEN, 40 min on tarmac."
negative,@united why are your SFO-&gt;BOS nonstop flights not competitively priced with those of JetBlue and Virgin? $179 vs $324. Identical times.
negative,@united how come I have no baggage updates.
negative,@United @UnitedAirlines and the hits keep on coming. http://t.co/44ZHmfDIW6 #unitedfail #unitedwithivy
negative,"@united hi JH. Yes please. Since I lost almost a whole day on the way out, could you help me change my return for one day Late Flightr?"
negative,"@united 3 hrs searching for flts, find 1 on site &amp; can't book the $ offered bc 1 seg isn't really available. #lies #falseadvertising"
negative,@united next flight? Don't think I'll be spending anymore money with you guys ever. It was that bad.
negative,@united are my bags here yet?  They were at Palm Springs airport.  I was at LAX.  How come I beat my bags here.
negative,@united why couldn't you have changed the tire of my delayed UA1127 flight when it arrived instead of waiting until boarding?
negative,@united A generic form with tons of fields asking for info you already?  Expected more as a premier platinum. Another #servicefail
negative,"@united, wtf is your username and/or email addr signin STILL unavailable? Been trying to login since Sunday"
neutral,"@united I am flying from msp to dxb, my child will turn 2 during the trip do I have to buy a return ticket for my child?"
negative,@united I want my bags. There is vital equipment in there. You are royally screwing me. I'm cranky and want an update.
positive,@united you guys have such big hearts.. keep up the good work
negative,@united Flight 512 had sime of the rudest flight attendants. I was run over by the drink card and had a flashlight dropped on me. #noapology
negative,"@united unless it's on you guys, im good."
neutral,"@united even with the multiplier the ticket price will still never equal the amount of miles you travel, even for transatlantic flights!"
negative,"@united missed connection, wrong city, bags at Palm Springs, but not at hotel. I am seriously tired of being treated this way."
negative,@united Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.
negative,@united dang... I thought I was in a teleportation device! Ua514
positive,@united received my bag. I appreciate taking care of the matter and following up!
negative,@united still haven't received a response. Please direct message me for my contact information.
negative,@united I've been waiting on my bag in IAH for 45mins.  They're only 4 freaking people on that flight waiting for bags.  Fix this!!
neutral,@united so if this game was the one reason I payed for @DIRECTV is there something we could work out here? http://t.co/HQDTK6aTue
positive,@united :take note of this great example of @JetBlue actually making good for an extremely inconvenient situation. http://t.co/t3Gnk2N7LD
negative,"@united ""federal regulation prohibits you being separated from your bag""...yet you lose our bag and that's okay"
negative,@united tried to check it 40 mins before a flight rather than 45 mins and we are stonewalled by your employees...
neutral,@united Hello. Just wondering how long it might take for Turkish Airlines flights to show up in my United miles. Thanks.
negative,@united do you guys have any working planes?
negative,@united we just almost had a major accident on ua3710 ... How about passing on some information to those of us waiting on plane!!!
negative,"@united again, you said to go take the time to go there, knowing what the issue was, and knowing you won’t fix it."
negative,@united 3 hour delay plus a jetway that won't move. This biz traveler is never flying u again!
negative,@united my son is a passenger on flight 3710 from Chicago to Toronto. The plane came within feet of colliding  another plane and is stopped.
positive,"@united That made me so mad, but then I called the bag number, and that person was helpful and told me where the bag really was. (2/2)"
negative,"@united Yes. It was the airport person who told me the bag was still in Nashville, when I filed the claim. (1/2)"
positive,@united The only thing you fella have done right today is get me to the pacific time zone.
negative,@united Ugh.  My bags were sent to Palm Springs and not to LAX as promised.  They better be at the hotel when I get there.
negative,"@united Direct Messaged you, didn't hear anything back"
neutral,"@united Great, thank you!! I'll send it now."
negative,@united so who does handle bag issues? And why wouldn't you put me onto them in the first place?
positive,@united big up the pilot of 644 for turning 1hr on the tarmac to just a 20min delayed arrival
neutral,@united returned from vacation + went to luggage services. Golf bag was presented in clear wrap that could've been used in the first place.
negative,@united Holiday of a lifetime to New York ruined because you lost my luggage and have failed to find it since Sunday! #wontflyagainwithyou
negative,@united my golf bag didn't have a top cover + staffers said they couldn't check without a type of cover or wrap. Forced to leave the bag...
negative,@united when will you offer real food in american clubs like the amazing food you offer in Heathrow?
negative,@united once again my bag is lost when I travel united!!!! Please do something
neutral,@united @annricord both!
negative,@united Stuck on plane for over an hour due to mechanical faults. Any updates please? This happened on way to Newark and now again to LHR...
negative,@united - flight 1114. Unfortunately this isn't an isoLate Flightd incident. I haven't waited less than 20min in years
negative,@united did I mention one bag is an infant car seat &amp; we've been stuck with yr poor replacement on icy mtn roads
negative,"@united this is in ur Hemispheres magazine. I'm open to what will u do to make the ""flight more pleasant."" http://t.co/VrQDpqEPFW"
negative,@united hard to believe since your staff @ SFO checked them under someone by the name of #ritacomo who flew to EWR the same day.
negative,"@united it's Late Flight... I'm tired and understandably edgy for trying to catch my flight. I wasn't chipper, but I def was not rude."
negative,"@united I am a frequent user. Congrats u only lost my bags once in 20 years. Problem, it was today and your staff were rude!😢 still no bag!"
positive,@united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!
positive,@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!
negative,@united so you are saying that customer care does not report to anyone? Their response is humiliating for a company that serves the public.
negative,"@united #unitedairlines so my feedback is for your benefit, not for you to correct your atrocious customer service? Good to know"
negative,@united #UnitedAirlines fill out form and never receive response? I expect remedy. We can travel another airline and Cancelled Flight as members w u.
negative,"@united 12/13EWR-LAX UA1151 my seat/armrest broken discover after takeoff. flight full.FA filed report, who to chat with for partial refund?"
negative,"@united so you told me to go, knowing what the issue was, only for me to go there and find out that you won’t fix it?"
neutral,@united This link in your tweet goes to someone's internal email -&gt; http://t.co/ZksX79itdN...... Probably one of your 3rd party IT contracts
neutral,@united 618 was flight out of Houston
negative,@united free hotel doesn't make up for such poor customer service and disregard
negative,@united it's messed up to refuse to wait 10 min after united is at fault for delay but to leave early is absolutely disgusting.
negative,@united mechanical delay occurred in Houston earlier today re: their flight to ORD
positive,"Cc @DadBoner  #boldflavors “@united: We’re bringing Bourbon St. to 35,000 ft. with bold flavors, fresh ingredients and more dining options"""
neutral,@united is there a referral program for the Milageplus explorer card?
negative,@united how else would I know it was denied?
neutral,@united obviously
negative,"@united You allow shady 3rd party services to sell your tickets and then refuse to help the customer, who's left holding the bag.
#flyunited"
negative,@united Hours on the phone...hung up on...all I want is to be on a different flight (same day) that has an open seat. #greatservice
negative,@united which now has maintenance issues with an undetermined amount of time until the mechanics even arrive
neutral,@united I sent an email describing my experience. Looking forward to a follow up to hopefully make it right.
positive,"@united be  ""Chicago's hometown airline"" care about your neighbors #SaveTheDiagonals #FlyQuiet #ORDNoise"
positive,@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.
neutral,@united how about changing RNO -DEN non-stop In May (9) from 6am to Late Flight morning or early afternoon?
neutral,@united #UnitedAirlines wont wait 10min for fam w 2yr old connecting. flight leaves early instead for airport that is planes last stop today
negative,"@united I can’t go back to the airport, I’m working, and won’t have time.  Are you telling me there is seriously no other way?"
neutral,@united instead of Bourbon street how about #quiet #planes #SaveTheDiagonals
negative,@united I've been doing this for 15 years and I've never had this many issues with any other airline.
negative,@united haha that's fine. Still won't fly @united ever again. Seems like you guys have more problems than anyone else.
negative,@united note: they are traveling w 2yr old. Unreal
negative,@united and that plane was staying overnight at the next airport - ROC. U can make up 10 min in air but instead of waiting u leave EARLY
positive,@united and they were traveling as guests of a mileage plus member using that members miles. Great customer service.
negative,@united mechanical issues causes delay and connecting plane at ORD only needed to wait 10 min for them. Refused and left early instead. Wtf
neutral,"@united captain ""we apologize for the delay, the company is looking for an open gate (glance starboard side, see 5 open gates)"
neutral,@united reinstating the kosher meals that were dropped shortly after the merger?
negative,"@united I'm on one of your 757-300 between JFK and LAX.When r u upgrading planes?Plane has no Screens,lousy seats And that's in UnitedFirst."
neutral,@United is it possible to upfare to P a segment where I have a GPU waitlisted?
negative,@united you already have vomit so you are halfway there
negative,"@united fair enough, but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff"
negative,@united they held the flight for our group of nearly 20 people.
negative,@united you guys suck. You delay flights but can't hold the connectors 10 minutes??? #WorstAirlineEver
neutral,@united I Want a Plane dad
negative,"@united it was an international flight, and we didn't get our new eta until we were in the air."
negative,"@united Useless response. I need a functioning wheelchair, not a customer care form to fill out."
neutral,"@united What does ""Cabin Functionality"" mean when I'm taking a customer satisfaction survey?"
negative,@united $55 cab ride to dfw from love got me my bag. Reimburse?
negative,@united @gg8929 Unbelievable hypocrisy!!
positive,@united thanks for not getting my BusinessFirst priority tagged bag onto my connecting flight at EWR despite a 2+ hour layover. Nice job
positive,"@united amazing flying over 25,000 miles on #UnitedAirlines &amp; alliance last year; still got jilted out of status! #moneyelsewhere"
negative,"@united On top of this, a CSR went ahead and hung up on me after I called United to discuss this."
negative,"@united thanks for a terrible experience at EWR. Customers should be treated as a priority, not as an inconvenience #tryagain"
neutral,"@united Some 3rd party service known as EZEE flights. A man, who confirmed he was born in India, told me his name was Steve Wilson."
negative,@united The third wheelchair is broken! http://t.co/tvk0PyxQv5
positive,"@united She met me from customer service at the arrival of flight UA3787 PVD-IAD. Thanks, you guys have really handled this storm!"
positive,@united ooh thanks!
negative,"@united my flight was at 1 pm. Still at the airport gee what service.  Do they care, nope.  Delayed until 7:55."
negative,@united very disappointed in CC. Purchased ticket online w/ voucher and charge full amnt. Would not hold price after refund. Unacceptable
negative,@united exactly it states a secure document is a nexus card. It does not state a passport must always be also presented. Read it
neutral,"@united no, I had to leave for work. Would have not been possible. So I would love to have this replaced now"
negative,I feel completely cheated @united. I read your commitment to customer service via website and def did not get service suggested there.
negative,@united if your air traffic crew could get their shit together no one would notice the rudeness of the ground staff
negative,@united IT-problems with the link? #3thparty
negative,@united Why do I pay more for Coach Plus to be told preboarding that all overhead bins will be full for me
